:SRC_VID(string),:DST_VID(string),with_pinyin.position:int
曳裾王门,wang2,2
曳裾王门,men2,3
曳尾泥涂,ye4,0
曳尾泥涂,wei3,1
曳尾泥涂,ni2,2
曳尾泥涂,tu2,3
曳尾涂中,ye4,0
曳尾涂中,wei3,1
曳尾涂中,tu2,2
曳尾涂中,zhong1,3
邺架之藏,ye4,0
邺架之藏,jia4,1
邺架之藏,zhi1,2
邺架之藏,cang2,3
夜不闭户,ye4,0
夜不闭户,bu4,1
夜不闭户,bi4,2
夜不闭户,hu4,3
夜不成寐,ye4,0
夜不成寐,bu4,1
夜不成寐,cheng2,2
夜不成寐,mei4,3
夜长梦短,ye4,0
夜长梦短,chang2,1
夜长梦短,meng4,2
夜长梦短,duan3,3
夜长梦多,ye4,0
夜长梦多,chang2,1
夜长梦多,meng4,2
夜长梦多,duo1,3
夜静更阑,ye4,0
夜静更阑,jing4,1
夜静更阑,geng1,2
夜静更阑,lan2,3
夜静更深,ye4,0
夜静更深,jing4,1
夜静更深,geng1,2
夜静更深,shen1,3
夜阑人静,ye4,0
夜阑人静,lan2,1
夜阑人静,ren2,2
夜阑人静,jing4,3
夜郎自大,ye4,0
夜郎自大,lang2,1
夜郎自大,zi4,2
夜郎自大,da4,3
夜深人静,ye4,0
夜深人静,shen1,1
夜深人静,ren2,2
夜深人静,jing4,3
夜行被绣,ye4,0
夜行被绣,xing2,1
夜行被绣,bei4,2
夜行被绣,xiu4,3
夜以继日,ye4,0
夜以继日,yi3,1
夜以继日,ji4,2
夜以继日,ri4,3
夜以继昼,ye4,0
夜以继昼,yi3,1
夜以继昼,ji4,2
夜以继昼,zhou4,3
夜雨对床,ye4,0
夜雨对床,yu3,1
夜雨对床,dui4,2
夜雨对床,chuang2,3
一把死拿,yi1,0
一把死拿,ba3,1
一把死拿,si3,2
一把死拿,na2,3
一败如水,yi1,0
一败如水,bai4,1
一败如水,ru2,2
一败如水,shui3,3
一败涂地,yi1,0
一败涂地,bai4,1
一败涂地,tu2,2
一败涂地,di4,3
一班半点,yi1,0
一班半点,ban1,1
一班半点,ban4,2
一班半点,dian3,3
一班一辈,yi1,0
一班一辈,ban1,1
一班一辈,yi1,2
一班一辈,bei4,3
一班一级,yi1,0
一班一级,ban1,1
一班一级,yi1,2
一班一级,ji2,3
一般见识,yi1,0
一般见识,ban1,1
一般见识,jian4,2
一般见识,shi2,3
一般无二,yi4,0
一般无二,ban1,1
一般无二,wu2,2
一般无二,er4,3
一斑半点,yi1,0
一斑半点,ban1,1
一斑半点,ban4,2
一斑半点,dian3,3
一斑窥豹,yi1,0
一斑窥豹,ban1,1
一斑窥豹,kui1,2
一斑窥豹,bao4,3
一板三眼,yi1,0
一板三眼,ban3,1
一板三眼,san1,2
一板三眼,yan3,3
一板一眼,yi1,0
一板一眼,ban3,1
一板一眼,yi1,2
一板一眼,yan3,3
一瓣心香,yi1,0
一瓣心香,ban4,1
一瓣心香,xin1,2
一瓣心香,xiang1,3
一暴十寒,yi1,0
一暴十寒,pu4,1
一暴十寒,shi2,2
一暴十寒,han2,3
一悲一喜,yi1,0
一悲一喜,bei1,1
一悲一喜,yi1,2
一悲一喜,xi3,3
一本万利,yi1,0
一本万利,ben3,1
一本万利,wan4,2
一本万利,li4,3
一本正经,yi1,0
一本正经,ben3,1
一本正经,zheng4,2
一本正经,jing1,3
一鼻子灰,yi1,0
一鼻子灰,bi2,1
一鼻子灰,zi,2
一鼻子灰,hui1,3
一笔不苟,yi1,0
一笔不苟,bi3,1
一笔不苟,bu4,2
一笔不苟,gou3,3
一笔勾断,yi1,0
一笔勾断,bi3,1
一笔勾断,gou1,2
一笔勾断,duan4,3
一笔勾消,yi1,0
一笔勾消,bi3,1
一笔勾消,gou1,2
一笔勾消,xiao1,3
一笔勾销,yi1,0
一笔勾销,bi3,1
一笔勾销,gou1,2
一笔勾销,xiao1,3
一笔抹摋,yi1,0
一笔抹摋,bi3,1
一笔抹摋,mo4,2
一笔抹摋,sa4,3
一笔抹杀,yi1,0
一笔抹杀,bi3,1
一笔抹杀,mo3,2
一笔抹杀,sha1,3
一笔抹煞,yi1,0
一笔抹煞,bi3,1
一笔抹煞,mo3,2
一笔抹煞,sha1,3
一碧万顷,yi1,0
一碧万顷,bi4,1
一碧万顷,wan4,2
一碧万顷,qing3,3
一臂之力,yi1,0
一臂之力,bi4,1
一臂之力,zhi1,2
一臂之力,li4,3
一鞭先著,yi1,0
一鞭先著,bian1,1
一鞭先著,xian1,2
一鞭先著,zhuo2,3
一表非凡,yi1,0
一表非凡,biao3,1
一表非凡,fei1,2
一表非凡,fan2,3
一表非俗,yi1,0
一表非俗,biao3,1
一表非俗,fei1,2
一表非俗,su2,3
一表人才,yi1,0
一表人才,biao3,1
一表人才,ren2,2
一表人才,cai2,3
一表人材,yi1,0
一表人材,biao3,1
一表人材,ren2,2
一表人材,cai2,3
一表人物,yi1,0
一表人物,biao3,1
一表人物,ren2,2
一表人物,wu4,3
一表堂堂,yi1,0
一表堂堂,biao3,1
一表堂堂,tang2,2
一表堂堂,tang2,3
一秉大公,yi1,0
一秉大公,bing3,1
一秉大公,da4,2
一秉大公,gong1,3
一秉虔诚,yi1,0
一秉虔诚,bing3,1
一秉虔诚,qian2,2
一秉虔诚,cheng2,3
一秉至公,yi1,0
一秉至公,bing3,1
一秉至公,zhi4,2
一秉至公,gong1,3
一病不起,yi1,0
一病不起,bing4,1
一病不起,bu4,2
一病不起,qi3,3
一波三折,yi1,0
一波三折,bo1,1
一波三折,san1,2
一波三折,zhe2,3
一波万波,yi1,0
一波万波,bo1,1
一波万波,wan4,2
一波万波,bo1,3
一不扭众,yi1,0
一不扭众,bu4,1
一不扭众,niu3,2
一不扭众,zhong4,3
一步登天,yi1,0
一步登天,bu4,1
一步登天,deng1,2
一步登天,tian1,3
一步一鬼,yi1,0
一步一鬼,bu4,1
一步一鬼,yi1,2
一步一鬼,gui3,3
一步一趋,yi1,0
一步一趋,bu4,1
一步一趋,yi1,2
一步一趋,qu1,3
一草一木,yi1,0
一草一木,cao3,1
一草一木,yi1,2
一草一木,mu4,3
一差半错,yi1,0
一差半错,cha4,1
一差半错,ban4,2
一差半错,cuo4,3
一差二错,yi1,0
一差二错,cha4,1
一差二错,er4,2
一差二错,cuo4,3
一差二误,yi1,0
一差二误,cha4,1
一差二误,er4,2
一差二误,wu4,3
一差二悮,yi1,0
一差二悮,cha4,1
一差二悮,er4,2
一差二悮,wu4,3
一差两讹,yi1,0
一差两讹,cha4,1
一差两讹,liang3,2
一差两讹,e2,3
一长半短,yi1,0
一长半短,chang2,1
一长半短,ban4,2
一长半短,duan3,3
一长二短,yi1,0
一长二短,chang2,1
一长二短,er4,2
一长二短,duan3,3
一长两短,yi1,0
一长两短,chang2,1
一长两短,liang3,2
一长两短,duan3,3
一长一短,yi1,0
一长一短,chang2,1
一长一短,yi1,2
一长一短,duan3,3
一场春梦,yi1,0
一场春梦,chang3,1
一场春梦,chun1,2
一场春梦,meng4,3
一倡百和,yi1,0
一倡百和,chang4,1
一倡百和,bai3,2
一倡百和,he4,3
一倡三叹,yi1,0
一倡三叹,chang4,1
一倡三叹,san1,2
一倡三叹,tan4,3
一倡一和,yi1,0
一倡一和,chang4,1
一倡一和,yi1,2
一倡一和,he2,3
一唱百和,yi1,0
一唱百和,chang4,1
一唱百和,bai3,2
一唱百和,he2,3
一唱三叹,yi1,0
一唱三叹,chang4,1
一唱三叹,san1,2
一唱三叹,tan4,3
一唱一和,yi1,0
一唱一和,chang4,1
一唱一和,yi1,2
一唱一和,he4,3
一朝千里,yi1,0
一朝千里,zhao1,1
一朝千里,qian1,2
一朝千里,li3,3
一朝一夕,yi1,0
一朝一夕,zhao1,1
一朝一夕,yi1,2
一朝一夕,xi1,3
一朝之忿,yi1,0
一朝之忿,zhao1,1
一朝之忿,zhi1,2
一朝之忿,fen4,3
一朝之患,yi1,0
一朝之患,zhao1,1
一朝之患,zhi1,2
一朝之患,huan4,3
一彻万融,yi1,0
一彻万融,che4,1
一彻万融,wan4,2
一彻万融,rong2,3
一尘不到,yi1,0
一尘不到,chen2,1
一尘不到,bu4,2
一尘不到,dao4,3
一尘不染,yi1,0
一尘不染,chen2,1
一尘不染,bu4,2
一尘不染,ran3,3
一尘不缁,yi1,0
一尘不缁,chen2,1
一尘不缁,bu4,2
一尘不缁,zi1,3
一成不变,yi1,0
一成不变,cheng2,1
一成不变,bu4,2
一成不变,bian4,3
一成不易,yi1,0
一成不易,cheng2,1
一成不易,bu4,2
一成不易,yi4,3
一成一旅,yi1,0
一成一旅,cheng2,1
一成一旅,yi1,2
一成一旅,lv3,3
一弛一张,yi1,0
一弛一张,chi2,1
一弛一张,yi1,2
一弛一张,zhang1,3
一筹莫展,yi1,0
一筹莫展,chou2,1
一筹莫展,mo4,2
一筹莫展,zhan3,3
一触即发,yi1,0
一触即发,chu4,1
一触即发,ji2,2
一触即发,fa1,3
一触即溃,yi1,0
一触即溃,chu4,1
一触即溃,ji2,2
一触即溃,kui4,3
一串骊珠,yi1,0
一串骊珠,chuan4,1
一串骊珠,li2,2
一串骊珠,zhu1,3
一床两好,yi1,0
一床两好,chuang2,1
一床两好,liang3,2
一床两好,hao3,3
一吹一唱,yi1,0
一吹一唱,chui1,1
一吹一唱,yi1,2
一吹一唱,chang4,3
一槌定音,yi1,0
一槌定音,chui2,1
一槌定音,ding4,2
一槌定音,yin1,3
一锤定音,yi1,0
一锤定音,chui2,1
一锤定音,ding4,2
一锤定音,yin1,3
一辞莫赞,yi1,0
一辞莫赞,ci2,1
一辞莫赞,mo4,2
一辞莫赞,zan4,3
一辞同轨,yi1,0
一辞同轨,ci2,1
一辞同轨,tong2,2
一辞同轨,gui3,3
一蹴而成,yi1,0
一蹴而成,cu4,1
一蹴而成,er2,2
一蹴而成,cheng2,3
一蹴而得,yi1,0
一蹴而得,cu4,1
一蹴而得,er2,2
一蹴而得,de2,3
一蹴而就,yi1,0
一蹴而就,cu4,1
一蹴而就,er2,2
一蹴而就,jiu4,3
一蹴可几,yi1,0
一蹴可几,cu4,1
一蹴可几,ke3,2
一蹴可几,ji3,3
一寸赤心,yi1,0
一寸赤心,cun4,1
一寸赤心,chi4,2
一寸赤心,xin1,3
一寸丹心,yi1,0
一寸丹心,cun4,1
一寸丹心,dan1,2
一寸丹心,xin1,3
一搭两用,yi1,0
一搭两用,da1,1
一搭两用,liang3,2
一搭两用,yong4,3
一搭一档,yi1,0
一搭一档,da1,1
一搭一档,yi1,2
一搭一档,dang4,3
一代鼎臣,yi2,0
一代鼎臣,dai4,1
一代鼎臣,ding3,2
一代鼎臣,chen2,3
一代风流,yi1,0
一代风流,dai4,1
一代风流,feng1,2
一代风流,liu2,3
一代楷模,yi1,0
一代楷模,dai4,1
一代楷模,kai3,2
一代楷模,mo2,3
一代谈宗,yi1,0
一代谈宗,dai4,1
一代谈宗,tan2,2
一代谈宗,zong1,3
一代文宗,yi2,0
一代文宗,dai4,1
一代文宗,wen2,2
一代文宗,zong1,3
一代宗臣,yi2,0
一代宗臣,dai4,1
一代宗臣,zong1,2
一代宗臣,chen2,3
一箪一瓢,yi1,0
一箪一瓢,dan1,1
一箪一瓢,yi1,2
一箪一瓢,piao2,3
一旦一夕,yi2,0
一旦一夕,dan4,1
一旦一夕,yi1,2
一旦一夕,xi1,3
一弹指顷,yi1,0
一弹指顷,tan2,1
一弹指顷,zhi3,2
一弹指顷,qing3,3
一刀两段,yi1,0
一刀两段,dao1,1
一刀两段,liang3,2
一刀两段,duan4,3
一刀两断,yi1,0
一刀两断,dao1,1
一刀两断,liang3,2
一刀两断,duan4,3
一得之功,yi1,0
一得之功,de2,1
一得之功,zhi1,2
一得之功,gong1,3
一得之见,yi1,0
一得之见,de2,1
一得之见,zhi1,2
一得之见,jian4,3
一得之愚,yi1,0
一得之愚,de2,1
一得之愚,zhi1,2
一得之愚,yu2,3
一德一心,yi1,0
一德一心,de2,1
一德一心,yi1,2
一德一心,xin1,3
一点半点,yi4,0
一点半点,dian3,1
一点半点,ban4,2
一点半点,dian3,3
一点灵犀,yi4,0
一点灵犀,dian3,1
一点灵犀,ling2,2
一点灵犀,xi1,3
一点一滴,yi4,0
一点一滴,dian3,1
一点一滴,yi1,2
一点一滴,di1,3
一雕双兔,yi1,0
一雕双兔,diao1,1
一雕双兔,shuang1,2
一雕双兔,tu4,3
一跌不振,yi1,0
一跌不振,die1,1
一跌不振,bu4,2
一跌不振,zhen4,3
一丁不识,yi1,0
一丁不识,ding1,1
一丁不识,bu4,2
一丁不识,shi2,3
一定不移,yi1,0
一定不移,ding4,1
一定不移,bu4,2
一定不移,yi2,3
一定不易,yi1,0
一定不易,ding4,1
一定不易,bu4,2
一定不易,yi4,3
一定之规,yi1,0
一定之规,ding4,1
一定之规,zhi1,2
一定之规,gui1,3
一发破的,yi1,0
一发破的,fa1,1
一发破的,po4,2
一发破的,di4,3
一发千钧,yi1,0
一发千钧,fa4,1
一发千钧,qian1,2
一发千钧,jun1,3
一帆风顺,yi1,0
一帆风顺,fan2,1
一帆风顺,feng1,2
一帆风顺,shun4,3
一帆顺风,yi1,0
一帆顺风,fan1,1
一帆顺风,shun4,2
一帆顺风,feng1,3
一反常态,yi1,0
一反常态,fan3,1
一反常态,chang2,2
一反常态,tai4,3
一反既往,yi1,0
一反既往,fan3,1
一反既往,ji4,2
一反既往,wang3,3
一反其道,yi1,0
一反其道,fan3,1
一反其道,qi2,2
一反其道,dao4,3
一饭千金,yi1,0
一饭千金,fan4,1
一饭千金,qian1,2
一饭千金,jin1,3
一饭之德,yi1,0
一饭之德,fan4,1
一饭之德,zhi1,2
一饭之德,de2,3
一方之任,yi1,0
一方之任,fang1,1
一方之任,zhi1,2
一方之任,ren4,3
一飞冲天,yi1,0
一飞冲天,fei1,1
一飞冲天,chong1,2
一飞冲天,tian1,3
一吠百声,yi1,0
一吠百声,fei4,1
一吠百声,bai3,2
一吠百声,sheng1,3
一分为二,yi1,0
一分为二,fen1,1
一分为二,wei2,2
一分为二,er4,3
一分一毫,yi1,0
一分一毫,fen1,1
一分一毫,yi1,2
一分一毫,hao2,3
一佛出世,yi1,0
一佛出世,fo2,1
一佛出世,chu1,2
一佛出世,shi4,3
一夫当关,yi1,0
一夫当关,fu1,1
一夫当关,dang1,2
一夫当关,guan1,3
一夫之勇,yi1,0
一夫之勇,fu1,1
一夫之勇,zhi1,2
一夫之勇,yong3,3
一夫之用,yi1,0
一夫之用,fu1,1
一夫之用,zhi1,2
一夫之用,yong4,3
一傅众咻,yi1,0
一傅众咻,fu4,1
一傅众咻,zhong4,2
一傅众咻,xiu1,3
一改故辙,yi1,0
一改故辙,gai3,1
一改故辙,gu4,2
一改故辙,zhe2,3
一概而论,yi1,0
一概而论,gai4,1
一概而论,er2,2
一概而论,lun4,3
一干二净,yi1,0
一干二净,gan1,1
一干二净,er4,2
一干二净,jing4,3
一干人犯,yi1,0
一干人犯,gan1,1
一干人犯,ren2,2
一干人犯,fan4,3
一高二低,yi1,0
一高二低,gao1,1
一高二低,er4,2
一高二低,di1,3
一个半个,yi1,0
一个半个,ge4,1
一个半个,ban4,2
一个半个,ge4,3
一根一板,yi1,0
一根一板,gen1,1
一根一板,yi1,2
一根一板,ban3,3
一谷不登,yi1,0
一谷不登,gu3,1
一谷不登,bu4,2
一谷不登,deng1,3
一谷不升,yi1,0
一谷不升,gu3,1
一谷不升,bu4,2
一谷不升,sheng1,3
一股脑儿,yi1,0
一股脑儿,gu3,1
一股脑儿,nao3,2
一股脑儿,er,3
一鼓一板,yi1,0
一鼓一板,gu3,1
一鼓一板,yi1,2
一鼓一板,ban3,3
一鼓作气,yi1,0
一鼓作气,gu3,1
一鼓作气,zuo4,2
一鼓作气,qi4,3
一顾千金,yi1,0
一顾千金,gu4,1
一顾千金,qian1,2
一顾千金,jin1,3
一顾倾城,yi1,0
一顾倾城,gu4,1
一顾倾城,qing1,2
一顾倾城,cheng2,3
一官半职,yi1,0
一官半职,guan1,1
一官半职,ban4,2
一官半职,zhi2,3
一轨同风,yi1,0
一轨同风,gui3,1
一轨同风,tong2,2
一轨同风,feng1,3
一国三公,yi1,0
一国三公,guo2,1
一国三公,san1,2
一国三公,gong1,3
一寒如此,yi1,0
一寒如此,han2,1
一寒如此,ru2,2
一寒如此,ci3,3
一毫不差,yi1,0
一毫不差,hao2,1
一毫不差,bu4,2
一毫不差,cha1,3
一毫不苟,yi1,0
一毫不苟,hao2,1
一毫不苟,bu4,2
一毫不苟,gou3,3
一毫不染,yi1,0
一毫不染,hao2,1
一毫不染,bu4,2
一毫不染,ran3,3
一毫千里,yi1,0
一毫千里,hao2,1
一毫千里,qian1,2
一毫千里,li3,3
一呵而就,yi1,0
一呵而就,he1,1
一呵而就,er2,2
一呵而就,jiu4,3
一狠二狠,yi1,0
一狠二狠,hen3,1
一狠二狠,er4,2
一狠二狠,hen3,3
一哄而起,yi1,0
一哄而起,hong4,1
一哄而起,er2,2
一哄而起,qi3,3
一哄而散,yi1,0
一哄而散,hong4,1
一哄而散,er2,2
一哄而散,san4,3
一哄而上,yi1,0
一哄而上,hong1,1
一哄而上,er2,2
一哄而上,shang4,3
一呼百诺,yi1,0
一呼百诺,hu1,1
一呼百诺,bai3,2
一呼百诺,nuo4,3
一呼百应,yi1,0
一呼百应,hu1,1
一呼百应,bai3,2
一呼百应,ying4,3
一呼再喏,yi1,0
一呼再喏,hu1,1
一呼再喏,zai4,2
一呼再喏,nuo4,3
一狐之掖,yi1,0
一狐之掖,hu2,1
一狐之掖,zhi1,2
一狐之掖,ye4,3
一狐之腋,yi1,0
一狐之腋,hu2,1
一狐之腋,zhi1,2
一狐之腋,ye4,3
一壶千金,yi1,0
一壶千金,hu2,1
一壶千金,qian1,2
一壶千金,jin1,3
一虎不河,yi1,0
一虎不河,hu3,1
一虎不河,bu4,2
一虎不河,he2,3
一花独放,yi1,0
一花独放,hua1,1
一花独放,du2,2
一花独放,fang4,3
一画开天,yi1,0
一画开天,hua4,1
一画开天,kai1,2
一画开天,tian1,3
一褱而论,yi1,0
一褱而论,huai2,1
一褱而论,er2,2
一褱而论,lun4,3
一还一报,yi1,0
一还一报,huan2,1
一还一报,yi1,2
一还一报,bao4,3
一簧两舌,yi1,0
一簧两舌,huang2,1
一簧两舌,liang3,2
一簧两舌,she2,3
一挥而成,yi1,0
一挥而成,hui1,1
一挥而成,er2,2
一挥而成,cheng2,3
一挥而就,yi1,0
一挥而就,hui1,1
一挥而就,er2,2
一挥而就,jiu4,3
一挥九制,yi1,0
一挥九制,hui1,1
一挥九制,jiu3,2
一挥九制,zhi4,3
一麾出守,yi1,0
一麾出守,hui1,1
一麾出守,chu1,2
一麾出守,shou3,3
一晦一明,yi1,0
一晦一明,hui4,1
一晦一明,yi1,2
一晦一明,ming2,3
一饥两饱,yi1,0
一饥两饱,ji1,1
一饥两饱,liang3,2
一饥两饱,bao3,3
一己之见,yi1,0
一己之见,ji3,1
一己之见,zhi1,2
一己之见,jian4,3
一己之私,yi1,0
一己之私,ji3,1
一己之私,zhi1,2
一己之私,si1,3
一技之长,yi1,0
一技之长,ji4,1
一技之长,zhi1,2
一技之长,chang2,3
一家眷属,yi1,0
一家眷属,jia1,1
一家眷属,juan4,2
一家眷属,shu3,3
一家老小,yi1,0
一家老小,jia1,1
一家老小,lao3,2
一家老小,xiao3,3
一家无二,yi1,0
一家无二,jia1,1
一家无二,wu2,2
一家无二,er4,3
一家一火,yi1,0
一家一火,jia1,1
一家一火,yi1,2
一家一火,huo3,3
一家一计,yi1,0
一家一计,jia1,1
一家一计,yi1,2
一家一计,ji4,3
一家之辞,yi1,0
一家之辞,jia1,1
一家之辞,zhi1,2
一家之辞,ci2,3
一家之计,yi1,0
一家之计,jia1,1
一家之计,zhi1,2
一家之计,ji4,3
一家之学,yi1,0
一家之学,jia1,1
一家之学,zhi1,2
一家之学,xue2,3
一家之言,yi1,0
一家之言,jia1,1
一家之言,zhi1,2
一家之言,yan2,3
一家之作,yi1,0
一家之作,jia1,1
一家之作,zhi1,2
一家之作,zuo4,3
一见了然,yi1,0
一见了然,jian4,1
一见了然,le,2
一见了然,ran2,3
一见倾心,yi1,0
一见倾心,jian4,1
一见倾心,qing1,2
一见倾心,xin1,3
一见如故,yi1,0
一见如故,jian4,1
一见如故,ru2,2
一见如故,gu4,3
一见如旧,yi1,0
一见如旧,jian4,1
一见如旧,ru2,2
一见如旧,jiu4,3
一见钟情,yi1,0
一见钟情,jian4,1
一见钟情,zhong1,2
一见钟情,qing2,3
一剑之任,yi1,0
一剑之任,jian4,1
一剑之任,zhi1,2
一剑之任,ren4,3
一箭上垛,yi1,0
一箭上垛,jian4,1
一箭上垛,shang4,2
一箭上垛,duo4,3
一箭双雕,yi1,0
一箭双雕,jian4,1
一箭双雕,shuang1,2
一箭双雕,diao1,3
一箭之地,yi1,0
一箭之地,jian4,1
一箭之地,zhi1,2
一箭之地,di4,3
一箭之遥,yi1,0
一箭之遥,jian4,1
一箭之遥,zhi1,2
一箭之遥,yao2,3
一浆十饼,yi1,0
一浆十饼,jiang1,1
一浆十饼,shi2,2
一浆十饼,bing3,3
一脚不移,yi1,0
一脚不移,jiao3,1
一脚不移,bu4,2
一脚不移,yi2,3
一阶半级,yi1,0
一阶半级,jie1,1
一阶半级,ban4,2
一阶半级,ji2,3
一阶半职,yi1,0
一阶半职,jie1,1
一阶半职,ban4,2
一阶半职,zhi2,3
一接如旧,yi1,0
一接如旧,jie1,1
一接如旧,ru2,2
一接如旧,jiu4,3
一介不苟,yi1,0
一介不苟,jie4,1
一介不苟,bu4,2
一介不苟,gou3,3
一介不取,yi1,0
一介不取,jie4,1
一介不取,bu4,2
一介不取,qu3,3
一介书生,yi1,0
一介书生,jie4,1
一介书生,shu1,2
一介书生,sheng1,3
一介之才,yi1,0
一介之才,jie4,1
一介之才,zhi1,2
一介之才,cai2,3
一介之善,yi1,0
一介之善,jie4,1
一介之善,zhi1,2
一介之善,shan4,3
一介之士,yi1,0
一介之士,jie4,1
一介之士,zhi1,2
一介之士,shi4,3
一举成名,yi1,0
一举成名,ju3,1
一举成名,cheng2,2
一举成名,ming2,3
一举两得,yi1,0
一举两得,ju3,1
一举两得,liang3,2
一举两得,de2,3
一举两全,yi1,0
一举两全,ju3,1
一举两全,liang3,2
一举两全,quan2,3
一举千里,yi1,0
一举千里,ju3,1
一举千里,qian1,2
一举千里,li3,3
一举三反,yi1,0
一举三反,ju3,1
一举三反,san1,2
一举三反,fan3,3
一举万里,yi1,0
一举万里,ju3,1
一举万里,wan4,2
一举万里,li3,3
一举一动,yi1,0
一举一动,ju3,1
一举一动,yi1,2
一举一动,dong4,3
一决雌雄,yi1,0
一决雌雄,jue2,1
一决雌雄,ci2,2
一决雌雄,xiong2,3
一决胜负,yi1,0
一决胜负,jue2,1
一决胜负,sheng4,2
一决胜负,fu4,3
一蹶不兴,yi1,0
一蹶不兴,jue3,1
一蹶不兴,bu4,2
一蹶不兴,xing1,3
一蹶不振,yi1,0
一蹶不振,jue2,1
一蹶不振,bu4,2
一蹶不振,zhen4,3
一刻千金,yi1,0
一刻千金,ke4,1
一刻千金,qian1,2
一刻千金,jin1,3
一空依傍,yi1,0
一空依傍,kong1,1
一空依傍,yi1,2
一空依傍,bang4,3
一孔不达,yi1,0
一孔不达,kong3,1
一孔不达,bu4,2
一孔不达,da2,3
一孔之见,yi1,0
一孔之见,kong3,1
一孔之见,zhi1,2
一孔之见,jian4,3
一口两匙,yi1,0
一口两匙,kou3,1
一口两匙,liang3,2
一口两匙,chi2,3
一口三舌,yi1,0
一口三舌,kou3,1
一口三舌,san1,2
一口三舌,she2,3
一口同声,yi1,0
一口同声,kou3,1
一口同声,tong2,2
一口同声,sheng1,3
一口同音,yi1,0
一口同音,kou3,1
一口同音,tong2,2
一口同音,yin1,3
一口咬定,yi1,0
一口咬定,kou3,1
一口咬定,yao3,2
一口咬定,ding4,3
一口一声,yi1,0
一口一声,kou3,1
一口一声,yi1,2
一口一声,sheng1,3
一匡九合,yi1,0
一匡九合,kuang1,1
一匡九合,jiu3,2
一匡九合,he2,3
一匡天下,yi1,0
一匡天下,kuang1,1
一匡天下,tian1,2
一匡天下,xia4,3
一夔一契,yi1,0
一夔一契,kui2,1
一夔一契,yi1,2
一夔一契,qi4,3
一夔已足,yi1,0
一夔已足,kui2,1
一夔已足,yi3,2
一夔已足,zu2,3
一馈十起,yi1,0
一馈十起,kui4,1
一馈十起,shi2,2
一馈十起,qi3,3
一篑之功,yi1,0
一篑之功,kui4,1
一篑之功,zhi1,2
一篑之功,gong1,3
一壸千金,yi1,0
一壸千金,kui4,1
一壸千金,qian1,2
一壸千金,jin1,3
一来二去,yi1,0
一来二去,lai2,1
一来二去,er4,2
一来二去,qu4,3
一来一往,yi1,0
一来一往,lai2,1
一来一往,yi1,2
一来一往,wang3,3
一览无遗,yi1,0
一览无遗,lai3,1
一览无遗,wu2,2
一览无遗,yi2,3
一览无余,yi1,0
一览无余,lan3,1
一览无余,wu2,2
一览无余,yu2,3
一揽包收,yi1,0
一揽包收,lan3,1
一揽包收,bao1,2
一揽包收,shou1,3
一劳久逸,yi1,0
一劳久逸,lao2,1
一劳久逸,jiu3,2
一劳久逸,yi4,3
一劳永逸,yi1,0
一劳永逸,lao2,1
一劳永逸,yong3,2
一劳永逸,yi4,3
一雷二闪,yi1,0
一雷二闪,lei2,1
一雷二闪,er4,2
一雷二闪,shan3,3
一力承当,yi1,0
一力承当,li4,1
一力承当,cheng2,2
一力承当,dang1,3
一廉如水,yi1,0
一廉如水,lian2,1
一廉如水,ru2,2
一廉如水,shui3,3
一了百当,yi1,0
一了百当,liao3,1
一了百当,bai3,2
一了百当,dang4,3
一了百了,yi1,0
一了百了,liao3,1
一了百了,bai3,2
一了百了,liao3,3
一鳞半甲,yi1,0
一鳞半甲,lin2,1
一鳞半甲,ban4,2
一鳞半甲,jia3,3
一鳞半爪,yi1,0
一鳞半爪,lin2,1
一鳞半爪,ban4,2
一鳞半爪,zhao3,3
一鳞片甲,yi1,0
一鳞片甲,lin2,1
一鳞片甲,pian4,2
一鳞片甲,jia3,3
一鳞片爪,yi1,0
一鳞片爪,lin2,1
一鳞片爪,pian4,2
一鳞片爪,zhao3,3
一鳞一爪,yi1,0
一鳞一爪,lin2,1
一鳞一爪,yi1,2
一鳞一爪,zhao3,3
一龙一蛇,yi1,0
一龙一蛇,long2,1
一龙一蛇,yi1,2
一龙一蛇,she2,3
一龙一猪,yi1,0
一龙一猪,long2,1
一龙一猪,yi1,2
一龙一猪,zhu1,3
一路风尘,yi1,0
一路风尘,lu4,1
一路风尘,feng1,2
一路风尘,chen2,3
一路风清,yi1,0
一路风清,lu4,1
一路风清,feng1,2
一路风清,qing1,3
一路福星,yi1,0
一路福星,lu4,1
一路福星,fu2,2
一路福星,xing1,3
一路货色,yi1,0
一路货色,lu4,1
一路货色,huo4,2
一路货色,se4,3
一路平安,yi1,0
一路平安,lu4,1
一路平安,ping2,2
一路平安,an1,3
一路神祇,yi1,0
一路神祇,lu4,1
一路神祇,shen2,2
一路神祇,qi2,3
一路顺风,yi1,0
一路顺风,lu4,1
一路顺风,shun4,2
一路顺风,feng1,3
一乱涂地,yi1,0
一乱涂地,luan4,1
一乱涂地,tu2,2
一乱涂地,di4,3
一落千丈,yi1,0
一落千丈,luo4,1
一落千丈,qian1,2
一落千丈,zhang4,3
一马当先,yi1,0
一马当先,ma3,1
一马当先,dang1,2
一马当先,xian1,3
一马平川,yi1,0
一马平川,ma3,1
一马平川,ping2,2
一马平川,chuan1,3
一马一鞍,yi1,0
一马一鞍,ma3,1
一马一鞍,yi1,2
一马一鞍,an1,3
一脉同气,yi1,0
一脉同气,mai4,1
